titulo,empresa,ubicacion,fecha_publicacion,descripcion,url,fuente
Químico Farmacéutico - Santiago Full Time,Farmacias Ahumada,"Santiago, RM  Metropolitana de Santiago",Proceso iniciado el 27/10/2025,,https://farmaciasahumada.buk.cl/s/8RkmM8giGQf118SS,farmaciasahumada.cl
Químico Farmacéutico La Cisterna,FARMACIAS DE SIMILARES,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=94bee38e34ce78bb&bb=3gWhkBjBRwfh-_5eJ6vqjaMwfd_ohVMw3rjkUm-1MZQQG_zTBfj_2WUrG5bULGf9LYvyJUQ787EJTgVM7GFXIpU21hK34N7Rfdo3vS5yzCcjN4Gpz7tEoN4YzUir-_LH&xkcb=SoAo67M3lsE869ywJh0LbzkdCdPP&fccid=ae9c6b065d2152b9&vjs=3,indeed.cl
Químico Farmacéutico,FARMACIAS DE SIMILARES,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=0f162805d011523c&bb=3gWhkBjBRwfh-_5eJ6vqjRzSZf2PBTS7OStsegocIKzET69Wt5FdbIavXYF1Z0l_uqdnIq9xSBhkFF__z5P3VBVtpj0aTXsTjYniKoYxK_gBNPl_e_K8J3D7fyhxEqvY&xkcb=SoCc67M3lsE869ywJh0KbzkdCdPP&fccid=ae9c6b065d2152b9&vjs=3,indeed.cl
Analista Químico,LABORATORIO SAVAL,"Renca, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=fef9c0adee7faeb8&bb=3gWhkBjBRwfh-_5eJ6vqjba0LyG2_e_LJgj0eO3vO63lf7u5jv1b0csG335PMCn-pOnjGGQi9ASGDrluBebIV7buNN7EG8QHlzV1dsG5ckHP_U-52k14pkrHIDhob6GO&xkcb=SoAB67M3lsE869ywJh0JbzkdCdPP&fccid=ef8acb9dcfdc69a2&vjs=3,indeed.cl
Analista Químico Holding Time Graneles,Torreblanca Consultores,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=b17366381b720844&bb=3gWhkBjBRwfh-_5eJ6vqjWVwLyf0PSsc26zEuCuc1ngj7swHeKLv3q1ACZRg4eCYbAGE0IaiCRpIDjeZjK8SEMjew9MgEAgn9GDlnORRz7C1FBCnLlUK70lSpFdBxv4E&xkcb=SoC167M3lsE869ywJh0IbzkdCdPP&fccid=4e7ffab92e1b6277&cmp=Torreblanca-Consultores&ti=Analista+qu%C3%ADmico&vjs=3,indeed.cl
Químico(a) Farmacéutico(a),Red salud UC CHRISTUS servicios ambulatorios,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=b69d611b4ddaf417&bb=3gWhkBjBRwfh-_5eJ6vqjU_RG8G6hZd7DV6aUJtrMk35LURqQ_Nu5scXlQ7Rav-VZjhzRcDzLNRAKQGgaK6xbxIzjXpfeV7cybGV42KD7U9JhVSfp_A0EVYqJoAOHw92&xkcb=SoA767M3lsE869ywJh0PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,indeed.cl
Operador Producción - Laboratorios Saval,LABORATORIO SAVAL,"Renca, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=f85a93a0b195c0a7&bb=3gWhkBjBRwfh-_5eJ6vqjT1gwSCOxwKgHIubMZfFSAxqNqZEo8lkwK4trheVx4vSDnEPAnpxEkIL7BZuv1gSQPC0Fw_Dk-WYoLbed6avHguIGJFDJFiwxKe-k5HJ4o1h&xkcb=SoCP67M3lsE869ywJh0ObzkdCdPP&fccid=ef8acb9dcfdc69a2&vjs=3,indeed.cl
Analista Químico,Anasac,"La Reina, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=2753f9bf326484cd&bb=3gWhkBjBRwfh-_5eJ6vqjXxCOBtWNxQjpwf1iv8IyKnIN7tOiRkrp2bhwNsOiDqnrQgCK30OGKu7ITZPkFmc1tlN9IzolQRv4-aKlVa9u4oWL4BIvqjs09VvkvlnchSu&xkcb=SoAS67M3lsE869ywJh0NbzkdCdPP&fccid=c5b03cf469d56856&vjs=3,indeed.cl
Químico Farmacéutico Fiscalizador Interno,FARMACIAS DE SIMILARES,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=d1f03c1209cba4fc&bb=3gWhkBjBRwfh-_5eJ6vqjZtBaU07WEMQSuvi1ZDqXQWOZ8DRNFUTp0fnpdF16y_EQQNnvEcduHaAnlab6aDHzGREDy0DYhjaCt5zdm4NPdaLWHH-gsF7dOuhZfelQMDG&xkcb=SoCm67M3lsE869ywJh0MbzkdCdPP&fccid=ae9c6b065d2152b9&vjs=3,indeed.cl
Químico(a) Farmacéutico(a) Part Time,Empresas SB,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=ecdbb2bbbf0deac0&bb=3gWhkBjBRwfh-_5eJ6vqjdAjxq68-GcvD5hsm7zxnuBYEOXi5L4oAdsGmmAzvCPbv_pyJpSkm7QQBuwSZlLbGf-yAfurlOk6RsIZLrShq8SylyUUS3zctRMdUSjm3tlH&xkcb=SoBP67M3lsE869ywJh0DbzkdCdPP&fccid=cd7e6404d11526e7&vjs=3,indeed.cl
Analista Químico,Maclean Ltda,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=e2b1e8bf352670cd&bb=3gWhkBjBRwfh-_5eJ6vqjba0LyG2_e_LRNyzHqWe5Kf6xGZyEwqOFwIxF1tjJvOfjcD58ePzl5x5LFojyFOufszM_TgRcudB8Khk-4GTGM8ylDksb8rg5QYtV6__rxqQ&xkcb=SoD767M3lsE869ywJh0CbzkdCdPP&fccid=9f7cae8d11793e7c&vjs=3,indeed.cl
auxiliar de farmacia (42 hrs semanales Lunes a Viernes),Farmacia El Químico,"La Florida, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=6f56656dc18da804&bb=3gWhkBjBRwfh-_5eJ6vqjTVG0u6gmTdl_JEExwo5jiiPIH19OJ_MbPFL04TU0jK-YCgBEVCI4wG15PpJ6-CqFLieIOWQemF1JsJ8ybFAtNYmSx49ROjKr8w6IV8K5I9o&xkcb=SoBm67M3lsE869ywJh0BbzkdCdPP&fccid=10e3c527cff1085a&cmp=Farmacia-El-Qu%25C3%25ADmico&ti=Auxiliar+de+farmacia&vjs=3,indeed.cl
Analista de Aseguramiento de la Calidad,Eurofarma Chile SpA,"Pudahuel, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=e9335a482e95dd5e&bb=3gWhkBjBRwfh-_5eJ6vqjYNdldx5dLYXo-_zbIwIpu5XwIufP6Ol7YCJmJuKSPpOdgp1zow5-Q--2ntg6v96nvbG4XTXS11RYLCxFMCL7MHAxCvrUqTP3XjytjRIN5J9&xkcb=SoDS67M3lsE869ywJh0AbzkdCdPP&fccid=255cf33659ebf82b&vjs=3,indeed.cl
TECNICO PREPARADOS INYECTABLES - FARMACIA ASISTENCIAL,FUNDACIÓN ARTURO LÓPEZ PÉREZ,"Providencia, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=ea61297d5a64c93f&bb=3gWhkBjBRwfh-_5eJ6vqjbi7ztKBd0UfWbQqvVACdqIlF_PuWN8SAJT1WBOLWg-bOJIlOl_UMm9t0gaLZPvC6uigNrS5zPZ2ZuMpE06m01xFvbmbjISzyNQAc3gkzSZc&xkcb=SoBc67M3lsE869ywJh0HbzkdCdPP&fccid=704159d41691402f&vjs=3,indeed.cl
Químico(a) Farmacéutico(a) Full Time,Empresas SB,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=dfa4aff04a257317&bb=3gWhkBjBRwfh-_5eJ6vqjX6Mcmw9nxfbd9Ym4ceBbkYKVxAvgByVt_51owmsRmITDHyVr3L39kzaIO6DyvIC-uRiK8M10X4OvF3Qjk-LPiPVP9pfPvZgl2U_kdF2Ryph&xkcb=SoDo67M3lsE869ywJh0GbzkdCdPP&fccid=cd7e6404d11526e7&vjs=3,indeed.cl
Analista Químico junior,Maclean Ltda,"Santiago de Chile, Región Metropolitana",,,https://cl.indeed.com/rc/clk?jk=9dd6e7d61eb8d7f9&bb=3gWhkBjBRwfh-_5eJ6vqjefzL2Vwyjv--48zSZtJwvhAktokhyl0zh8JKe_RSxAo7IRrAlm9POIOg6RkM3q_pcghnAOqe3Tpv6R0j4kl4PjgH_PoFTGA_yTecBUEcMfe&xkcb=SoB167M3lsE869ywJh0FbzkdCdPP&fccid=9f7cae8d11793e7c&vjs=3,indeed.cl
Químico/a Farmacéutico/a,Clínica Alemana de Santiago S.A.,"Vitacura, Metropolitana de Santiago",Hace 3 días,,https://clinicaalemana.trabajando.cl/trabajo/6052722-quimico-a-farmaceutico-a,clinicaalemana.cl
Químico(a) Farmacéutico(a) Part Time - Puente Alto,Salcobrand,"Puente Alto, Metropolitana de Santiago",Hace 3 días,,https://empresassb.trabajando.cl/trabajo/6052938-quimico-a-farmaceutico-a-part-time-puente-alto,salcobrand.cl
